SEQUENCE_NUM,RESPONSE_DATE,REFRIGERATOR_COST,INCOME,MORTGAGE,REASON,JOB,YEARS_AT_HOME,WASHER_PURCHASES,DRYER_PURCHASES,OLDEST_INQUIRY,OVEN_PURCHASES,OTHER_PURCHASES,ONLINE_CONV_RATIO,ACTION
686377,2017-08-31,21000,96000.0,125000.0,RESIDEN,Sales,0.3,1.0,0.0,117.0,1.0,19.0,0.0,Offer New Refrigerator
302276,2018-09-06,53700,0.0,84205.0,COMMERC,Other,0.0,0.0,0.0,340.0,0.0,7.0,22.63994036,Offer New Refrigerator
520653,2007-07-12,18000,88509.0,112933.0,RESIDEN,ProfEx,4.0,0.0,0.0,151.0,1.0,21.0,23.20094121,Offer New Refrigerator
805130,2017-05-23,18600,58992.0,86816.0,RESIDEN,0,4.0,0.0,0.0,104.0,0.0,16.0,40.95659824,Offer New Refrigerator
717973,2009-06-05,8900,0.0,42309.0,COMMERC,Other,0.0,0.0,1.0,57.0,0.0,10.0,37.35952991,Offer New Refrigerator
656306,2011-04-17,22400,62354.0,88287.0,RESIDEN,Office,3.0,0.0,0.0,163.0,0.0,16.0,37.17139554,Offer New Refrigerator
453718,2011-07-31,25300,115226.0,153900.0,RESIDEN,Office,6.0,0.0,0.0,303.0,2.0,36.0,41.71511069,Offer New Refrigerator
199345,2005-07-30,47100,48062.0,107824.0,COMMERC,Self,9.0,0.0,0.0,204.0,2.0,35.0,41.5263174,Offer New Refrigerator
163716,2014-12-08,26500,0.0,38964.0,RESIDEN,Other,11.0,1.0,0.0,103.0,0.0,14.0,20.35358208,Offer New Refrigerator
127497,2015-03-10,32600,233216.0,38583.0,RESIDEN,Mgr,4.0,0.0,1.0,226.0,2.0,49.0,40.22218286,Offer New Refrigerator
543490,2019-11-09,13000,80277.0,106799.0,RESIDEN,Other,3.0,0.0,0.0,67.0,2.0,14.0,37.29777299,Offer New Refrigerator
24787,2017-03-28,17300,96138.0,124066.0,RESIDEN,Office,1.0,0.0,2.0,272.0,0.0,30.0,40.40450623,Offer New Refrigerator
85795,2013-05-19,13500,68262.0,93841.0,COMMERC,Office,26.0,0.0,0.0,160.0,1.0,14.0,40.75298037,Offer New Refrigerator
899864,2006-06-21,11000,108095.0,137000.0,RESIDEN,ProfEx,3.0,0.0,0.0,277.0,1.0,46.0,0.0,Offer New Refrigerator
477724,2005-09-03,1300,70053.0,68400.0,COMMERC,Other,7.0,0.0,2.0,122.0,0.0,14.0,0.0,Offer New Refrigerator
36365,2010-08-21,16800,115870.0,130809.0,RESIDEN,0,15.0,0.0,0.0,178.0,0.0,17.0,39.56720816,Offer New Refrigerator
939593,2005-11-14,6200,45564.0,61956.0,COMMERC,Other,2.0,0.0,0.0,101.0,0.0,13.0,38.67514015,Offer New Refrigerator
112355,2010-12-04,19000,165988.0,217000.0,RESIDEN,Office,13.0,0.0,0.0,214.0,1.0,32.0,0.0,Offer New Refrigerator
758867,2015-02-26,31300,119911.0,171916.0,RESIDEN,ProfEx,16.0,0.0,0.0,140.0,0.0,16.0,27.6899107,Offer New Refrigerator
253665,2007-01-26,15000,2619.0,57310.0,RESIDEN,Sales,0.3,0.0,0.0,323.0,0.0,6.0,0.0,Offer New Refrigerator
585996,2021-02-10,22700,91303.0,98362.0,COMMERC,0,7.0,0.0,0.0,0.0,0.0,0.0,30.68101515,Offer New Refrigerator
249715,2012-03-09,79200,21694.0,103143.0,COMMERC,0,26.0,0.0,1.0,140.0,0.0,14.0,31.33368478,Offer New Refrigerator
734012,2018-08-09,43200,120310.0,178938.0,RESIDEN,Self,10.0,0.0,0.0,196.0,0.0,5.0,40.16548813,Offer New Refrigerator
382628,2014-04-30,20400,29985.0,54038.0,RESIDEN,ProfEx,15.0,0.0,0.0,178.0,1.0,20.0,35.55430368,Offer New Refrigerator
304875,2011-06-18,24200,91491.0,141827.0,RESIDEN,ProfEx,21.0,1.0,0.0,163.0,0.0,25.0,42.06098177,Offer New Refrigerator
569713,2013-08-21,15100,49533.0,63607.0,RESIDEN,Other,2.0,0.0,0.0,181.0,0.0,14.0,36.37718295,Offer New Refrigerator
445766,2017-08-03,20300,66667.0,92158.0,RESIDEN,ProfEx,9.0,3.0,1.0,175.0,2.0,64.0,40.545681,Offer New Refrigerator
718107,2014-07-20,22400,72866.0,95734.0,RESIDEN,Mgr,5.0,0.0,0.0,76.0,7.0,23.0,37.50722389,Offer New Refrigerator
902535,2013-07-11,14600,58229.0,74027.0,RESIDEN,Other,2.0,0.0,0.0,229.0,0.0,9.0,34.12424228,Offer New Refrigerator
738605,2010-10-08,17800,60611.0,89943.0,RESIDEN,Office,29.0,0.0,0.0,208.0,0.0,21.0,30.81324059,Offer New Refrigerator
590264,2017-10-28,22400,83990.0,111096.0,RESIDEN,Other,0.0,0.0,0.0,175.0,1.0,25.0,39.97273175,Offer New Refrigerator
792710,2014-06-13,21500,9579.0,30807.0,RESIDEN,Other,0.0,0.0,0.0,58.0,2.0,19.0,42.49201034,Offer New Refrigerator
838830,2013-12-11,17100,59123.0,94247.0,RESIDEN,Office,0.0,0.0,0.0,70.0,0.0,22.0,37.19508553,Offer New Refrigerator
398647,2016-08-20,13400,67941.0,84973.0,RESIDEN,Office,6.0,1.0,3.0,180.0,3.0,30.0,37.42893752,Offer New Refrigerator
385310,2011-05-10,23000,58696.0,102176.0,COMMERC,ProfEx,18.0,0.0,0.0,629.0,0.0,23.0,22.82560712,Offer New Refrigerator
480998,2016-05-31,12000,75373.0,102602.0,COMMERC,Other,6.0,2.0,0.0,99.0,0.0,21.0,0.0,Offer New Refrigerator
801779,2007-11-24,21200,113648.0,145650.0,RESIDEN,Office,11.0,0.0,1.0,231.0,0.0,24.0,41.55930367,Offer New Refrigerator
356562,2011-05-15,23100,61524.0,96308.0,RESIDEN,Office,1.0,0.0,0.0,160.0,1.0,21.0,35.1122412,Offer New Refrigerator
219332,2009-02-08,6000,32446.0,54904.0,COMMERC,Other,2.0,0.0,0.0,52.0,1.0,9.0,0.0,Offer New Refrigerator
664933,2015-02-02,28900,134509.0,211558.0,RESIDEN,ProfEx,10.0,0.0,0.0,248.0,2.0,27.0,20.61070665,Offer New Refrigerator
34341,2017-06-30,19600,55169.0,86203.0,RESIDEN,Other,18.0,0.0,0.0,224.0,1.0,22.0,33.7552728,Offer New Refrigerator
488799,2019-06-13,10500,0.0,18600.0,COMMERC,Other,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Offer New Refrigerator
88168,2009-03-30,7500,47518.0,60252.0,RESIDEN,Other,16.0,0.0,3.0,221.0,0.0,37.0,26.71153647,Offer New Refrigerator
35722,2011-04-09,22200,57458.0,102195.0,COMMERC,ProfEx,18.0,0.0,0.0,628.0,1.0,24.0,20.4962161,Offer New Refrigerator
892134,2008-03-17,24300,236390.0,262210.0,COMMERC,Self,6.0,0.0,0.0,243.0,2.0,50.0,36.90666497,Offer New Refrigerator
704195,2015-10-07,7400,56596.0,72861.0,COMMERC,Mgr,3.0,0.0,1.0,142.0,0.0,23.0,28.30024564,Offer New Refrigerator
155877,2012-12-02,10500,63130.0,71387.0,RESIDEN,Other,3.0,0.0,2.0,306.0,0.0,10.0,32.1779167,Offer New Refrigerator
330139,2009-10-09,11200,62752.0,73003.0,RESIDEN,ProfEx,13.0,0.0,0.0,227.0,3.0,31.0,38.33979805,Offer New Refrigerator
302602,2010-02-21,13600,30200.0,43600.0,COMMERC,Other,0.0,8.0,1.0,230.0,0.0,18.0,0.0,Offer New Refrigerator
177005,2014-10-22,25000,90000.0,128000.0,RESIDEN,Other,10.0,1.0,1.0,73.0,5.0,40.0,0.0,Offer New Refrigerator
76148,2014-11-23,25900,61064.0,94714.0,RESIDEN,Office,2.0,0.0,0.0,99.0,0.0,23.0,34.56594425,Offer New Refrigerator
773358,2011-01-30,20500,59969.0,90311.0,RESIDEN,Office,5.0,0.0,0.0,152.0,0.0,15.0,36.50493346,Offer New Refrigerator
57732,2019-12-17,13800,18714.0,47905.0,COMMERC,Office,25.0,0.0,0.0,259.0,0.0,19.0,29.47966234,Offer New Refrigerator
71766,2017-08-15,20600,138918.0,175989.0,RESIDEN,ProfEx,5.0,0.0,0.0,190.0,4.0,42.0,40.86267837,Offer New Refrigerator
143823,2019-05-14,10000,64320.0,102375.0,RESIDEN,Office,10.0,0.0,0.0,148.0,1.0,13.0,0.0,Offer New Refrigerator
110593,2014-10-26,25000,135501.0,184613.0,RESIDEN,Mgr,0.0,0.0,0.0,120.0,0.0,39.0,30.65881623,Offer New Refrigerator
78780,2008-08-07,30300,137927.0,182588.0,RESIDEN,ProfEx,1.0,1.0,0.0,249.0,1.0,18.0,40.36185207,Offer New Refrigerator
971922,2014-10-23,25000,59000.0,34000.0,RESIDEN,Sales,10.0,4.0,2.0,126.0,7.0,23.0,0.0,Offer New Refrigerator
235049,2017-01-19,16000,77067.0,94613.0,RESIDEN,Other,5.0,0.0,0.0,207.0,3.0,18.0,41.05898907,Offer New Refrigerator
747169,2015-04-27,41500,97536.0,158739.0,RESIDEN,Other,13.0,0.0,1.0,213.0,3.0,31.0,42.30190724,Offer New Refrigerator
737303,2015-04-04,36500,114350.0,164159.0,RESIDEN,Other,0.0,0.0,0.0,246.0,3.0,13.0,37.0713328,Offer New Refrigerator
476751,2010-08-20,16800,50135.0,93772.0,RESIDEN,ProfEx,5.0,0.0,0.0,126.0,2.0,21.0,35.85635489,Offer New Refrigerator
347911,2007-09-13,19500,105000.0,138375.0,RESIDEN,Office,12.0,0.0,2.0,219.0,0.0,25.0,0.0,Offer New Refrigerator
868620,2012-12-18,10800,49254.0,80527.0,COMMERC,Other,2.0,0.0,2.0,203.0,0.0,13.0,29.55158314,Offer New Refrigerator
626889,2010-12-06,19100,129111.0,197592.0,COMMERC,ProfEx,12.0,0.0,0.0,207.0,0.0,21.0,36.14177784,Offer New Refrigerator
545940,2008-07-20,28600,136546.0,185507.0,RESIDEN,ProfEx,0.0,0.0,0.0,212.0,3.0,19.0,40.51680131,Offer New Refrigerator
196877,2005-10-04,5000,0.0,9100.0,COMMERC,Other,1.0,0.0,0.0,55.0,2.0,8.0,0.0,Offer New Refrigerator
700465,2006-01-16,8000,63152.0,0.0,RESIDEN,Other,9.0,1.0,1.0,133.0,1.0,26.0,0.0,Offer New Refrigerator
744224,2008-12-14,2800,4000.0,60850.0,COMMERC,Other,16.0,4.0,0.0,113.0,2.0,9.0,0.0,Offer New Refrigerator
657208,2012-05-30,6400,70035.0,78635.0,RESIDEN,Sales,3.0,0.0,0.0,147.0,0.0,31.0,31.20612976,Offer New Refrigerator
221879,2006-05-24,10500,41467.0,58329.0,RESIDEN,Mgr,2.0,0.0,0.0,188.0,0.0,22.0,27.86112392,Offer New Refrigerator
333545,2008-10-24,43000,18388.0,64896.0,RESIDEN,Other,20.0,0.0,0.0,207.0,0.0,31.0,40.77787713,Offer New Refrigerator
902541,2018-02-06,25200,75037.0,102227.0,RESIDEN,Office,9.0,0.0,0.0,149.0,0.0,21.0,37.23969674,Offer New Refrigerator
227562,2010-05-13,15000,79000.0,108000.0,COMMERC,Other,0.4,0.0,0.0,386.0,3.0,31.0,0.0,Offer New Refrigerator
34602,2005-02-07,25900,56784.0,91401.0,RESIDEN,Office,2.0,0.0,1.0,90.0,0.0,23.0,34.09893173,Offer New Refrigerator
951555,2013-03-16,12300,102908.0,124217.0,COMMERC,ProfEx,9.0,0.0,0.0,160.0,2.0,31.0,27.7074439,Offer New Refrigerator
290708,2016-03-21,10700,54091.0,67661.0,COMMERC,Other,27.0,0.0,2.0,189.0,0.0,24.0,38.58937234,Offer New Refrigerator
91580,2009-05-27,8700,79062.0,98038.0,RESIDEN,ProfEx,4.0,0.0,0.0,139.0,0.0,26.0,33.57803554,Offer New Refrigerator
835303,2006-12-03,13900,0.0,40881.0,COMMERC,Other,0.0,0.0,0.0,298.0,1.0,8.0,25.94071095,Offer New Refrigerator
344160,2010-03-21,14100,61036.0,84979.0,COMMERC,Mgr,1.0,0.0,0.0,175.0,2.0,23.0,50.27621494,Offer New Refrigerator
975179,2008-02-27,23700,57553.0,101656.0,COMMERC,ProfEx,19.0,0.0,0.0,648.0,0.0,23.0,22.84647896,Offer New Refrigerator
669338,2010-07-26,16300,32188.0,78914.0,COMMERC,Other,0.0,0.0,0.0,251.0,0.0,49.0,40.72219635,Offer New Refrigerator
953332,2005-01-05,25000,184000.0,232760.0,RESIDEN,Other,4.0,0.0,4.0,230.0,2.0,44.0,0.0,Offer New Refrigerator
433625,2019-10-03,12500,55000.0,75393.0,RESIDEN,Other,0.75,0.0,1.0,113.0,1.0,16.0,0.0,Offer New Refrigerator
910160,2019-02-17,8300,57503.0,72704.0,RESIDEN,0,18.0,0.0,0.0,157.0,0.0,11.0,33.33711876,Offer New Refrigerator
100964,2006-04-25,10000,96000.0,112200.0,0,Office,16.0,1.0,0.0,259.0,0.0,16.0,0.0,Offer New Refrigerator
577291,2008-03-14,24200,121000.0,162900.0,RESIDEN,Self,13.0,1.0,1.0,152.0,1.0,35.0,0.0,Offer New Refrigerator
698225,2019-09-30,12400,83018.0,96637.0,RESIDEN,Other,2.0,0.0,0.0,96.0,2.0,32.0,41.24477919,Offer New Refrigerator
572607,2020-01-24,14700,47177.0,68456.0,COMMERC,ProfEx,3.0,0.0,0.0,194.0,2.0,18.0,34.54253324,Offer New Refrigerator
76602,2016-05-29,12000,88000.0,118750.0,COMMERC,Mgr,3.0,0.0,3.0,154.0,0.0,26.0,0.0,Offer New Refrigerator
752749,2010-08-12,16600,69644.0,100411.0,RESIDEN,Office,0.0,0.0,0.0,149.0,4.0,19.0,29.72574682,Offer New Refrigerator
270115,2014-05-09,20600,0.0,24894.0,RESIDEN,ProfEx,3.0,0.0,0.0,91.0,0.0,18.0,22.03357993,Offer New Refrigerator
547257,2005-09-23,4100,57992.0,63797.0,RESIDEN,ProfEx,7.0,0.0,4.0,166.0,1.0,31.0,22.27817437,Offer New Refrigerator
443155,2013-09-22,15700,135886.0,181894.0,RESIDEN,Mgr,10.0,0.0,0.0,248.0,0.0,21.0,30.32639892,Offer New Refrigerator
37907,2006-04-15,9900,47865.0,88105.0,COMMERC,Other,18.0,0.0,0.0,203.0,0.0,17.0,34.55330539,Offer New Refrigerator
695796,2019-10-27,12900,46266.0,62000.0,RESIDEN,Other,7.0,0.0,0.0,77.0,5.0,18.0,0.0,Offer New Refrigerator
180172,2017-11-25,23200,62811.0,99320.0,RESIDEN,Office,3.0,0.0,0.0,167.0,1.0,21.0,36.07127157,Offer New Refrigerator
243270,2011-03-16,21600,66711.0,105267.0,COMMERC,Office,13.0,0.0,0.0,146.0,0.0,14.0,37.11491559,Offer New Refrigerator
461100,2016-04-16,11100,43167.0,60209.0,RESIDEN,Other,3.0,0.0,1.0,80.0,0.0,20.0,37.49079882,Offer New Refrigerator
189385,2005-07-08,40500,145127.0,205613.0,COMMERC,ProfEx,5.0,0.0,0.0,143.0,0.0,30.0,35.3375454,Offer New Refrigerator
241376,2009-08-17,10200,80969.0,100937.0,RESIDEN,Other,9.0,0.0,0.0,169.0,4.0,21.0,39.69842981,Offer New Refrigerator
824603,2014-06-18,21600,77139.0,185494.0,0,Other,11.0,0.0,0.0,358.0,0.0,17.0,33.16743122,Offer New Refrigerator
200760,2011-04-07,22100,45993.0,67208.0,RESIDEN,Other,8.0,0.0,1.0,60.0,2.0,18.0,34.78092033,Offer New Refrigerator
136415,2010-10-21,18000,114000.0,147140.0,RESIDEN,Other,5.0,0.0,0.0,123.0,2.0,13.0,0.0,Offer New Refrigerator
145789,2017-04-14,17700,0.0,56402.0,RESIDEN,Office,3.0,0.0,0.0,91.0,2.0,8.0,38.68550628,Offer New Refrigerator
575184,2009-03-13,7000,58339.0,72432.0,COMMERC,Mgr,10.0,0.0,1.0,197.0,0.0,24.0,39.84308734,Offer New Refrigerator
692090,2011-04-06,22100,57000.0,83000.0,RESIDEN,Other,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Offer New Refrigerator
720310,2006-12-27,14400,100487.0,118911.0,RESIDEN,Other,11.0,0.0,0.0,179.0,0.0,27.0,35.85286371,Offer New Refrigerator
847245,2021-03-27,24000,144975.0,180539.0,RESIDEN,ProfEx,6.0,0.0,0.0,193.0,5.0,43.0,39.59359522,Offer New Refrigerator
345330,2016-06-29,12500,69192.0,105300.0,RESIDEN,Mgr,4.0,0.0,0.0,282.0,1.0,23.0,0.0,Offer New Refrigerator
578709,2008-11-01,46300,39800.0,41600.0,RESIDEN,Other,0.0,0.0,0.0,112.0,1.0,3.0,0.0,Offer New Refrigerator
950703,2020-09-17,19000,104176.0,165086.0,0,Other,0.0,0.0,0.0,255.0,0.0,24.0,39.61320557,Offer New Refrigerator
455298,2006-02-20,8700,57141.0,70244.0,COMMERC,Other,8.0,0.0,0.0,107.0,0.0,19.0,31.89131426,Offer New Refrigerator
123534,2012-06-21,7000,18000.0,25000.0,RESIDEN,Other,6.5,1.0,0.0,206.0,1.0,19.0,0.0,Offer New Refrigerator
289478,2010-08-22,16900,47129.0,62342.0,RESIDEN,Other,15.0,0.0,0.0,290.0,0.0,21.0,30.3185968,Offer New Refrigerator
512196,2016-05-24,12000,50581.0,70171.0,COMMERC,Other,0.0,0.0,2.0,206.0,1.0,12.0,29.84313667,Offer New Refrigerator
115493,2012-11-03,10000,10000.0,68250.0,RESIDEN,ProfEx,20.0,0.0,2.0,399.0,1.0,12.0,0.0,Offer New Refrigerator
204162,2014-06-17,21500,58646.0,90807.0,RESIDEN,Other,17.0,0.0,0.0,197.0,1.0,22.0,31.69796036,Offer New Refrigerator
853226,2017-03-07,17000,86341.0,133564.0,RESIDEN,ProfEx,15.0,0.0,0.0,308.0,0.0,18.0,28.36821059,Offer New Refrigerator
218617,2016-10-27,14800,60573.0,93187.0,RESIDEN,Other,0.0,0.0,0.0,30.0,2.0,3.0,39.08020712,Offer New Refrigerator
854067,2018-08-19,47600,39364.0,108232.0,COMMERC,Self,9.0,0.0,0.0,199.0,2.0,35.0,40.18942197,Offer New Refrigerator
365547,2006-07-27,11700,64278.0,76055.0,0,Other,12.0,0.0,0.0,245.0,0.0,26.0,28.43996584,Offer New Refrigerator
800799,2007-09-05,19300,109000.0,135000.0,RESIDEN,Office,3.0,0.0,0.0,98.0,13.0,14.0,0.0,Offer New Refrigerator
378668,2016-11-09,15000,96931.0,137390.0,RESIDEN,Other,0.2,0.0,0.0,115.0,1.0,16.0,0.0,Offer New Refrigerator
920585,2008-09-28,37700,37200.0,51389.0,RESIDEN,Other,0.0,0.0,0.0,0.0,6.0,0.0,32.77433102,Offer New Refrigerator
960010,2016-12-05,15200,59745.0,81269.0,RESIDEN,0,8.0,0.0,0.0,0.0,0.0,0.0,26.98558122,Offer New Refrigerator
47319,2019-01-27,7900,0.0,31602.0,COMMERC,Office,20.0,0.0,0.0,192.0,0.0,15.0,35.58605153,Offer New Refrigerator
373331,2015-05-29,51800,174945.0,251643.0,RESIDEN,ProfEx,5.0,0.0,0.0,258.0,1.0,33.0,40.17406476,Offer New Refrigerator
167897,2020-10-08,19800,51454.0,68073.0,COMMERC,Office,1.0,0.0,0.0,131.0,0.0,17.0,32.30494412,Offer New Refrigerator
447655,2016-02-11,10000,65000.0,80000.0,RESIDEN,Other,2.0,0.0,0.0,26.0,3.0,2.0,0.0,Offer New Refrigerator
737204,2011-02-28,21300,133942.0,282972.0,COMMERC,Mgr,3.0,0.0,0.0,197.0,0.0,15.0,30.54540067,Offer New Refrigerator
834141,2021-01-30,22400,95539.0,124566.0,COMMERC,Mgr,9.0,0.0,0.0,141.0,1.0,24.0,31.86981041,Offer New Refrigerator
443553,2018-08-02,41700,12375.0,71029.0,COMMERC,Office,0.0,0.0,0.0,325.0,0.0,19.0,16.10143414,Offer New Refrigerator
734582,2014-01-10,17700,72911.0,97317.0,RESIDEN,Mgr,1.0,0.0,0.0,82.0,0.0,17.0,25.32925087,Offer New Refrigerator
594507,2005-04-04,28100,86778.0,110851.0,RESIDEN,Office,9.0,0.0,0.0,398.0,0.0,44.0,41.04058878,Offer New Refrigerator
390536,2014-07-26,22500,52000.0,87250.0,RESIDEN,Other,7.0,0.0,0.0,232.0,1.0,20.0,0.0,Offer New Refrigerator
519130,2020-11-02,20200,51588.0,121752.0,RESIDEN,ProfEx,14.0,0.0,0.0,253.0,0.0,20.0,26.43068063,Offer New Refrigerator
647644,2020-06-27,17200,53849.0,102326.0,COMMERC,Other,1.0,0.0,3.0,57.0,1.0,9.0,39.99115424,Offer New Refrigerator
536814,2005-03-03,26800,46236.0,62711.0,RESIDEN,Office,17.0,0.0,0.0,175.0,1.0,22.0,33.05993364,Offer New Refrigerator
491968,2010-09-14,17200,27230.0,82319.0,COMMERC,Other,0.0,0.0,0.0,249.0,1.0,50.0,43.75679409,Offer New Refrigerator
531914,2015-06-15,81400,22344.0,108280.0,COMMERC,0,25.0,0.0,0.0,148.0,0.0,14.0,34.28574143,Offer New Refrigerator
888396,2006-09-11,12500,93538.0,118369.0,RESIDEN,ProfEx,0.0,0.0,1.0,133.0,0.0,33.0,34.83386481,Offer New Refrigerator
259853,2014-04-12,20000,83205.0,132000.0,RESIDEN,Other,11.0,0.0,0.0,97.0,3.0,15.0,0.0,Offer New Refrigerator
171176,2015-06-10,68000,191000.0,288000.0,RESIDEN,Self,11.0,0.0,0.0,218.0,3.0,25.0,0.0,Offer New Refrigerator
