CALL_CENTER_ID,RESPONSE_DATE,DAILY_CALLS,MONTHLY_CALLS,CALL_TARGET,REASON,MONTHS_CUSTOMER,NEGATIVE_RATING,DAYS_PROD_OUT_OF_SERVICE,PRODUCT_AGE,CALL_INQUIRIES,NUM_CALLERS,CALL_TIME,PRODUCT_TYPE,FEEDBACK,Sentiment,ACTION
464047,2018-11-25,133,578.0,699.0,ProdFailure,1.0,0.0,0.0,154.4848138,2.0,35.0,41.11915349,Laptop,you could only take 2 videos at a time and the quality was very poor.,0,Contact Account Managment
656676,2010-07-19,267,1442.0,1760.0,ProdFailure,1.0,0.0,0.0,194.6797961,0.0,34.0,40.47924358,Other,Never got it!!!!!,0,Contact Account Managment
388461,2019-03-25,137,707.0,784.0,ProdFailure,12.0,0.0,0.0,271.6567243,5.0,36.0,40.56198365,Software,"Buyer Beware, you could flush money right down the toilet.",0,Contact Account Managment
803466,2017-12-25,121,745.0,905.0,ProdFailure,4.0,0.0,0.0,123.7766246,2.0,27.0,41.63484731,Desktop,Phone is sturdy as all nokia bar phones are.,1,Contact Account Managment
459773,2018-04-30,126,867.0,1104.0,ProdFailure,0.7,1.0,,89.06666667,2.0,27.0,,Other,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,Contact Account Managment
323300,2008-09-17,226,342.0,854.0,ProdFailure,9.0,0.0,0.0,277.8486564,0.0,18.0,38.0056832,Laptop,Good product - incredible value.,1,Contact Account Managment
19083,2024-02-08,210,865.0,1180.0,ProdGlitch,9.9,0.0,0.0,121.7666667,2.0,24.0,,Desktop,The only good thing was that it fits comfortably on small ears.,1,Contact Account Managment
259700,2017-06-27,116,446.0,,ProdGlitch,13.0,6.0,2.0,178.0932217,0.0,29.0,21.33465191,Laptop,The battery works great!,1,Contact Account Managment
434806,2008-02-16,216,1063.0,1473.0,ProdGlitch,,,,,,,39.13764463,,Who in their right mind is gonna buy this battery?.,0,Contact Account Managment
376886,2010-12-04,277,760.0,1265.0,ProdFailure,0.0,0.0,0.0,310.6263344,1.0,23.0,38.98355812,Software,Great for iPODs too.,1,Contact Account Managment
651428,2018-02-27,124,1328.0,1981.0,ProdGlitch,0.0,0.0,1.0,355.1639113,0.0,16.0,40.54029537,Software,Can't store anything but phone numbers to SIM.,0,Contact Account Managment
670310,2019-12-13,149,871.0,1142.0,ProdFailure,8.0,0.0,0.0,194.1131735,2.0,36.0,41.3297639,Laptop,It definitely was not as good as my S11.,1,Contact Account Managment
448913,2016-07-09,102,775.0,1027.0,ProdGlitch,6.0,0.0,0.0,100.6296635,0.0,34.0,37.36151357,Laptop,its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedde,1,Contact Account Managment
274086,2024-02-28,211,813.0,1238.0,ProdFailure,9.0,0.0,0.0,285.0469162,1.0,17.0,37.13906786,Other,The cutouts and buttons are placed perfectly.,1,Contact Account Managment
602827,2012-08-07,461,,861.0,ProdGlitch,10.0,0.0,0.0,301.925688,0.0,13.0,33.91473806,Software,And none of the tones is acceptable.,0,Contact Account Managment
942191,2008-10-26,229,648.0,922.0,ProdFailure,3.0,1.0,0.0,84.92588137,2.0,29.0,33.68409323,Other,Battery life still not long enough in Motorola Razor V3i.,0,Contact Account Managment
167863,2010-10-15,274,,1216.0,ProdFailure,7.0,1.0,0.0,154.4378476,0.0,27.0,33.37381367,Desktop,Works great!.,1,Contact Account Managment
318979,2020-02-26,150,920.0,1540.0,ProdFailure,1.0,0.0,0.0,207.9666667,1.0,19.0,,Desktop,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,Contact Account Managment
312858,2018-01-20,122,271.0,879.0,ProdGlitch,19.0,0.0,0.0,232.2369961,0.0,11.0,25.2354388,Laptop,The first thing that happened was that the tracking was off.,0,Contact Account Managment
688235,2017-02-23,110,836.0,980.0,ProdFailure,10.0,0.0,0.0,155.3712203,4.0,22.0,42.53968571,Other,Was not happy.,0,Contact Account Managment
897704,2016-08-25,104,566.0,868.0,ProdGlitch,19.0,0.0,0.0,190.0848295,0.0,28.0,24.60265855,Other,W810i is just SUPERB.,1,Contact Account Managment
19426,2022-04-06,178,,956.0,,,0.0,0.0,179.8493516,1.0,9.0,33.14225722,Other,We are sending it back.,0,Contact Account Managment
953332,2009-10-23,250,1840.0,2327.0,ProdFailure,4.0,0.0,4.0,230.1,2.0,44.0,,Other,I'm happy about this purchase- good quality and low price.,1,Contact Account Managment
961596,2015-01-17,81,503.0,658.0,ProdFailure,5.0,0.0,0.0,99.59816995,2.0,11.0,38.91015083,Software,I am very happy,1,Contact Account Managment
637942,2015-06-22,87,523.0,643.0,ProdGlitch,1.0,0.0,,91.11206084,,12.0,36.87492751,Other,After receiving and using the product for just 2 days it broke.,0,Contact Account Managment
139715,2011-03-21,288,1320.0,1688.0,ProdFailure,0.0,0.0,0.0,231.286134,1.0,24.0,35.49030567,Desktop,Superb Phone on a Great Network.,1,Contact Account Managment
766334,2015-09-12,91,,744.0,,,,,,,,23.94251651,,#1 It Works - #2 It is Comfortable.,1,Contact Account Managment
938980,2014-12-24,80,573.0,711.0,ProdGlitch,2.0,0.0,1.0,130.767035,0.0,22.0,29.38198545,Desktop,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,Contact Account Managment
301172,2019-04-15,138,217.0,323.0,ProdFailure,7.0,0.0,0.0,105.6662342,0.0,17.0,20.3331556,Software,Iam very pleased with my purchase.,1,Contact Account Managment
72406,2012-05-13,409,646.0,1118.0,ProdFailure,15.0,0.0,0.0,201.7363729,0.0,21.0,40.45600987,Desktop,Better Than New.,1,Contact Account Managment
912836,2018-09-01,130,,721.0,ProdGlitch,,0.0,0.0,367.9400249,0.0,6.0,36.56113974,Other,Great phone.,1,Contact Account Managment
127266,2024-04-14,213,665.0,1005.0,ProdFailure,7.0,,0.0,98.89218205,1.0,18.0,34.96414103,Software,nice leather.,1,Contact Account Managment
395262,2024-04-07,213,724.0,886.0,ProdFailure,3.0,0.0,0.0,117.2101261,1.0,29.0,32.66110554,Other,I have tried these cables with my computer and my iPod and it works just fine.,1,Contact Account Managment
872770,2011-07-21,312,229.0,463.0,ProdFailure,0.0,0.0,0.0,62.41629688,0.0,6.0,15.02803747,Other,This one works and was priced right.,1,Contact Account Managment
203353,2018-05-11,126,853.0,970.0,ProdFailure,2.0,0.0,0.0,116.086609,1.0,32.0,40.84524619,Other,It was horrible!.,0,Contact Account Managment
141248,2015-09-24,92,728.0,881.0,ProdFailure,8.0,0.0,0.0,105.6552052,0.0,23.0,29.00720777,Desktop,They keep getting better and better (this is my third one and I've had numerous Palms too).,1,Contact Account Managment
757383,2022-09-23,185,493.0,714.0,ProdFailure,10.0,0.0,0.0,175.3870489,1.0,42.0,37.77222165,Laptop,Soyo technology sucks.,0,Contact Account Managment
842576,2013-05-31,44,,602.0,,,,,,,,,,":-)Oh, the charger seems to work fine.",1,Contact Account Managment
201496,2011-10-29,335,737.0,1177.0,ProdFailure,11.0,0.0,0.0,62.12090961,0.0,35.0,25.46161407,Desktop,Great product and price.,1,Contact Account Managment
267390,2010-06-18,265,237.0,778.0,ProdFailure,,2.0,1.0,99.37716841,2.0,26.0,28.87672375,Other,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the,1,Contact Account Managment
15054,2019-05-02,139,688.0,908.0,ProdGlitch,,0.0,0.0,284.4969036,0.0,19.0,31.16414999,Other,Voice recognition is tremendous!,1,Contact Account Managment
494250,2022-02-24,176,722.0,1030.0,ProdFailure,1.0,0.0,0.0,143.9671531,0.0,18.0,36.30996249,Other,doesn't last long.,0,Contact Account Managment
571242,2012-12-17,649,697.0,1487.0,ProdGlitch,10.0,0.0,0.0,129.0844789,0.0,11.0,43.51994271,Software,Battery charge-life is quite long.,1,Contact Account Managment
318196,2017-11-01,120,424.0,678.0,ProdFailure,19.0,0.0,0.0,199.9,0.0,16.0,,Laptop,THey are so cool!,1,Contact Account Managment
219425,2012-11-25,540,1769.0,2569.0,ProdFailure,6.0,0.0,0.0,225.5657,2.0,33.0,37.98968921,Laptop,NOT WHAT I WANTED.,0,Contact Account Managment
568348,2021-10-01,170,126.0,850.0,ProdFailure,21.0,0.0,0.0,226.3666667,3.0,41.0,,Other,The commercials are the most misleading.,0,Contact Account Managment
283892,2023-07-30,200,220.0,510.0,ProdFailure,25.0,0.0,2.0,210.7198667,0.0,25.0,29.16004451,Other,Works well.,1,Contact Account Managment
362024,2008-01-27,215,305.0,533.0,ProdFailure,1.0,,,319.7808023,,25.0,33.44900986,Other,I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.,1,Contact Account Managment
299315,2016-11-03,106,480.0,689.0,ProdFailure,2.0,0.0,0.0,186.7575926,1.0,16.0,30.65574434,Desktop,I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,0,Contact Account Managment
635172,2019-10-17,147,492.0,685.0,ProdFailure,9.0,0.0,0.0,237.8391591,0.0,18.0,31.25670012,Other,"As many people complained, I found this headset's microphone was very weak.",0,Contact Account Managment
397462,2016-03-21,100,,492.0,,,,,,,,15.59729023,,Great for the jawbone.,1,Contact Account Managment
52666,2009-03-10,236,964.0,1252.0,ProdGlitch,11.0,0.0,0.0,127.359922,1.0,23.0,30.98553896,Desktop,But it does get better reception and clarity than any phone I've had before.,1,Contact Account Managment
959606,2018-11-29,133,382.0,594.0,ProdFailure,,,,,,,36.02710417,Desktop,"There was so much hype over this phone that I assumed it was the best, my mistake.",0,Contact Account Managment
827323,2020-10-12,157,1226.0,2042.0,ProdFailure,2.0,0.0,0.0,201.9237078,0.0,17.0,26.31831366,Other,Much less than the jawbone I was going to replace it with.,1,Contact Account Managment
255372,2013-02-04,890,545.0,929.0,ProdFailure,16.0,0.0,0.0,208.6920698,0.0,15.0,35.85997068,Other,It was a waste of my money.,0,Contact Account Managment
191861,2014-12-23,80,842.0,1210.0,ProdGlitch,28.0,0.0,0.0,330.1748556,1.0,37.0,35.36268639,Software,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,Contact Account Managment
128498,2015-03-30,84,571.0,780.0,ProdFailure,0.0,0.0,0.0,56.30976479,8.0,21.0,23.52118826,Other,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0,Contact Account Managment
702967,2010-03-28,259,1189.0,1547.0,ProdFailure,8.0,0.0,0.0,101.1976068,3.0,26.0,32.59840187,Laptop,Gets a signal when other Verizon phones won't.,1,Contact Account Managment
563275,2017-05-22,114,435.0,566.0,ProdGlitch,21.0,0.0,0.0,114.982979,0.0,23.0,39.4816629,Other,My Sanyo has survived dozens of drops on blacktop without ill effect.,1,Contact Account Managment
897254,2012-03-30,394,1620.0,2350.0,ProdFailure,10.0,3.0,4.0,77.1,0.0,21.0,,Desktop,"I love the camera, it's really pretty good quality.",1,Contact Account Managment
650285,2011-11-07,336,2336.0,2840.0,ProdFailure,4.0,0.0,0.0,218.9936962,0.0,30.0,14.07235376,Laptop,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a ne",0,Contact Account Managment
479896,2019-02-27,136,399.0,565.0,ProdFailure,6.0,0.0,0.0,111.0078189,2.0,15.0,38.77313698,Other,Love this product.,1,Contact Account Managment
725499,2016-11-08,107,561.0,792.0,ProdGlitch,18.0,0.0,0.0,218.9816622,1.0,16.0,34.01535961,Other,Really pleased with this product so far.,1,Contact Account Managment
203102,2010-01-08,253,512.0,870.0,ProdFailure,4.0,0.0,0.0,249.8361848,2.0,25.0,31.65878641,Desktop,The design is very good.4.,1,Contact Account Managment
610808,2011-10-06,329,497.0,1012.0,ProdFailure,2.0,0.0,0.0,181.9098245,2.0,24.0,35.04559626,Software,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,Contact Account Managment
117661,2016-04-08,100,320.0,590.0,ProdFailure,24.0,0.0,1.0,232.3333333,1.0,29.0,,Software,"I went on Motorola's website and followed all directions, but could not get it to pair again.",0,Contact Account Managment
845977,2010-05-02,261,,1514.0,,,,,,,,15.56700107,,I have read other's reviews here but I haven't had any problem with it.,1,Contact Account Managment
794414,2015-03-28,84,,391.0,ProdGlitch,,,1.0,80.07533919,0.0,10.0,35.6835022,Other,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than",1,Contact Account Managment
751315,2017-11-08,120,640.0,800.0,ProdFailure,2.0,0.0,0.0,239.5333333,3.0,26.0,,Other,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,Contact Account Managment
174836,2023-07-26,200,779.0,1054.0,ProdFailure,4.0,0.0,0.0,110.6,0.0,17.0,,Desktop,Easy to pair with my Samsung Cell.,1,Contact Account Managment
236425,2019-05-08,139,784.0,1050.0,ProdGlitch,0.0,0.0,0.0,71.55047746,0.0,19.0,34.75170874,Laptop,I got this phone on reccomendation from a relative and I'm glad I did.,1,Contact Account Managment
242744,2022-06-16,180,418.0,628.0,ProdGlitch,27.0,0.0,0.0,244.8818599,0.0,14.0,23.53704523,Other,"Good product, good seller.",1,Contact Account Managment
819119,2017-07-02,116,358.0,500.0,ProdFailure,,0.0,0.0,78.13333333,0.0,15.0,,Other,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,Contact Account Managment
441887,2014-11-28,80,580.0,737.0,ProdFailure,22.0,0.0,4.0,221.4333333,1.0,20.0,,Desktop,I had to go to a store and bought a new NOKIA phone which is working great.,1,Contact Account Managment
946675,2010-04-01,259,580.0,950.0,,3.0,0.0,1.0,34.66666667,6.0,28.0,,Server,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well",1,Contact Account Managment
910624,2018-12-27,134,656.0,920.0,ProdFailure,2.0,0.0,0.0,20.7592153,1.0,3.0,42.00939008,Other,Very good quality though,1,Contact Account Managment
954273,2018-06-19,128,1002.0,1130.0,ProdFailure,17.0,0.0,1.0,197.2736792,1.0,15.0,39.46758845,Other,I have been very satisfied with this cell phone from day one.,1,Contact Account Managment
43288,2015-10-11,93,393.0,516.0,ProdFailure,8.0,0.0,0.0,196.0146349,0.0,23.0,30.7315717,Software,It would take too long to describe how bad my customer service experience has been with Amazon.,0,Contact Account Managment
216298,2017-04-17,112,1531.0,1818.0,ProdGlitch,6.0,0.0,0.0,186.249507,0.0,55.0,33.99556536,Software,I highly recommend these and encourage people to give them a try.,1,Contact Account Managment
372857,2016-12-11,108,802.0,987.0,ProdFailure,4.0,0.0,0.0,113.4251457,2.0,31.0,41.47407381,Other,It's a great item.,1,Contact Account Managment
575184,2014-05-31,70,583.0,724.0,ProdGlitch,10.0,,1.0,197.3383979,0.0,24.0,39.84308734,Desktop,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0,Contact Account Managment
375445,2014-09-20,75,,,ProdGlitch,20.0,,,157.3284228,0.0,20.0,,Other,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,Contact Account Managment
875596,2010-05-04,261,1039.0,2084.0,ProdFailure,23.0,0.0,0.0,202.592647,0.0,18.0,23.29023448,Other,Comfortable in my hand.,1,Contact Account Managment
803925,2023-06-29,200,566.0,906.0,ProdFailure,2.0,0.0,0.0,155.2,1.0,22.0,,Software,Talk about USELESS customer service.,0,Contact Account Managment
646451,2011-12-17,350,2390.0,408.0,ProdFailure,4.0,0.0,1.0,212.0154058,3.0,49.0,40.13181545,Desktop,Does not fit.,0,Contact Account Managment
512367,2021-05-27,165,670.0,1095.0,ProdFailure,2.0,4.0,0.0,217.1,2.0,24.0,,Desktop,It was quite comfortable in the ear.,1,Contact Account Managment
755639,2011-04-13,290,1018.0,,ProdFailure,4.0,2.0,4.0,186.7,0.0,14.0,,Desktop,The pleather case doesn't fit.,0,Contact Account Managment
472046,2010-04-15,260,459.0,742.0,ProdFailure,20.0,,0.0,295.6669448,1.0,29.0,37.91727288,Other,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing in",0,Contact Account Managment
318377,2014-01-12,61,483.0,533.0,ProdGlitch,9.0,,,178.4896022,,19.0,26.72002818,Software,The best electronics of the available FM Transmitters.,1,Contact Account Managment
648443,2020-07-25,154,,438.0,ProdGlitch,0.0,0.0,0.0,324.5517414,1.0,9.0,27.77956059,Other,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoki,0,Contact Account Managment
879087,2017-09-07,119,,394.0,ProdGlitch,,,1.0,81.39482961,0.0,9.0,35.50366426,Other,"Small, sleek, impressive looking, practical setup with ample storage in place.",1,Contact Account Managment
500291,2016-06-12,101,474.0,688.0,ProdFailure,16.0,0.0,4.0,220.7609123,0.0,36.0,24.01951269,Other,The headsets are easy to use and everyone loves them.,1,Contact Account Managment
950544,2009-08-10,246,2213.0,2899.0,ProdGlitch,5.0,,4.0,474.0270741,,55.0,31.46338455,Laptop,Also difficult to put on.I'd recommend avoiding this product.,0,Contact Account Managment
339700,2020-09-20,156,475.0,665.0,ProdFailure,7.0,0.0,1.0,116.6148587,3.0,48.0,30.37280108,Other,Phone is sturdy as all nokia bar phones are.,1,Contact Account Managment
681264,2017-01-21,110,769.0,886.0,ProdFailure,9.0,0.0,0.0,175.4118267,0.0,12.0,39.21677518,Laptop,My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.,0,Contact Account Managment
843966,2018-04-15,125,552.0,665.0,ProdFailure,3.0,0.0,0.0,198.8151672,1.0,17.0,27.99687276,Desktop,The nano stated it.My son was dissapointed.,0,Contact Account Managment
381535,2017-06-13,115,210.0,389.0,ProdFailure,13.0,0.0,0.0,129.7,0.0,5.0,,Software,Portable and it works.,1,Contact Account Managment
117936,2019-08-13,143,940.0,1020.0,ProdFailure,14.0,,2.0,133.3781085,1.0,17.0,35.71661211,FARMING,Worst Customer Service Ever.,0,Contact Account Managment
431608,2017-04-30,113,1294.0,1951.0,ProdGlitch,0.0,0.0,1.0,356.3134858,0.0,16.0,41.63401796,Software,Works great.,1,Contact Account Managment
368505,2018-03-05,124,2039.0,2344.0,ProdGlitch,9.0,0.0,0.0,213.4554475,0.0,22.0,33.64852105,Laptop,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best he",1,Contact Account Managment
456181,2012-10-28,517,1836.0,2570.0,ProdFailure,4.0,0.0,0.0,213.7558502,2.0,32.0,38.95331304,Laptop,Just what I wanted.,1,Contact Account Managment
409752,2012-02-04,368,350.0,531.0,ProdFailure,,0.0,0.0,,6.0,0.0,34.98501256,Other,Plug was the wrong size.,0,Contact Account Managment
874991,2016-03-29,100,1860.0,2257.0,ProdGlitch,2.0,0.0,0.0,75.86666667,,5.0,,Laptop,And the sound quality is great.,1,Contact Account Managment
26616,2017-04-29,113,779.0,892.0,ProdFailure,6.0,0.0,0.0,146.8101541,2.0,26.0,39.46696422,Desktop,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a ne",0,Contact Account Managment
333920,2011-08-29,320,424.0,859.0,ProdFailure,,,,278.3638835,0.0,16.0,40.25722171,Other,Obviously there is a problem with the adhesive.,0,Contact Account Managment
267253,2012-04-01,395,,500.0,ProdFailure,7.0,0.0,0.0,51.76666667,0.0,14.0,,Other,Its a total package.,1,Contact Account Managment
789038,2013-01-06,705,1966.0,2885.0,ProdFailure,9.0,0.0,0.0,227.0271357,2.0,24.0,29.58230092,Server,dont buy it.,0,Contact Account Managment
461825,2020-04-22,151,,579.0,ProdFailure,0.0,0.0,0.0,86.89492992,1.0,8.0,38.85034854,Software,Plug was the wrong size.,0,Contact Account Managment
879210,2008-07-07,223,895.0,1495.0,ProdFailure,23.0,0.0,0.0,157.6517299,0.0,24.0,41.85930497,Laptop,Waste of 13 bucks.,0,Contact Account Managment
693359,2012-03-29,394,1486.0,2079.0,ProdGlitch,6.0,0.0,0.0,151.2569462,0.0,31.0,35.43199305,Laptop,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,Contact Account Managment
726191,2015-04-05,84,1028.0,1177.0,ProdGlitch,9.0,,,420.0981644,1.0,49.0,39.63319009,Other,I found the product to be easy to set up and use.,1,Contact Account Managment
29439,2008-10-24,229,,1480.0,,,,,,,,15.93805779,,This one works and was priced right.,1,Contact Account Managment
309645,2014-10-26,78,385.0,503.0,ProdFailure,11.0,0.0,0.0,231.0011955,0.0,32.0,35.90611585,Other,This PDA rocks.,1,Contact Account Managment
811819,2022-04-26,179,725.0,944.0,ProdFailure,1.0,0.0,0.0,162.3895619,3.0,19.0,29.96118901,Software,I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,0,Contact Account Managment
623729,2016-09-21,105,740.0,890.0,ProdFailure,6.0,0.0,0.0,138.0333333,2.0,27.0,,Desktop,Design Flaw?.,0,Contact Account Managment
855211,2008-12-08,230,329.0,520.0,ProdGlitch,6.0,0.0,,123.0672167,,10.0,24.02181712,Server,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0,Contact Account Managment
963542,2017-12-15,121,501.0,664.0,ProdFailure,3.0,0.0,0.0,176.0098643,0.0,14.0,28.54860369,Other,These are fabulous!,1,Contact Account Managment
712448,2016-07-22,102,163.0,865.0,ProdFailure,8.0,0.0,0.0,259.1638196,0.0,14.0,21.25349814,Other,Great audio!.,1,Contact Account Managment
763989,2008-11-16,230,1084.0,1558.0,ProdFailure,16.0,0.0,0.0,170.2231566,0.0,26.0,35.059327,Desktop,I am also very happy with the price.,1,Contact Account Managment
593044,2012-03-18,389,1200.0,1607.0,ProdGlitch,13.0,0.0,0.0,137.6353734,0.0,40.0,46.70158524,Laptop,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,Contact Account Managment
457185,2010-06-09,264,1221.0,1650.0,ProdFailure,1.0,0.0,0.0,234.4,2.0,24.0,,Desktop,The speaker is of low quality so as making the ring tones sound very cheap.,0,Contact Account Managment
41637,2008-11-05,229,610.0,963.0,ProdFailure,5.0,0.0,0.0,228.898609,1.0,20.0,36.13495946,Other,They do not care about the consumer one bit.,0,Contact Account Managment
121418,2021-12-14,173,350.0,638.0,ProdFailure,16.0,0.0,0.0,125.1315694,1.0,17.0,37.93651965,Other,If you plan to use this in a car forget about it.,0,Contact Account Managment
585140,2018-07-03,128,460.0,625.0,ProdFailure,4.0,0.0,0.0,183.9821005,0.0,13.0,26.10080257,Other,"Horrible, horrible protector.",0,Contact Account Managment
444941,2013-03-29,30,470.0,564.0,ProdGlitch,21.0,0.0,0.0,201.8666667,0.0,20.0,,Software,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't underst",0,Contact Account Managment
