Loan_ID,APP_DATE,LOAN,LOANDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,ACTION
909878,2006-06-25,7400,73985.0,114849.0,DebtCon,Office,0.0,0.0,0.0,238.5863034,1.0,38.0,18.42136986,Put More Money Down
457575,2006-08-07,7500,50000.0,80000.0,CarImp,Other,9.0,0.0,5.0,299.5666667,2.0,18.0,0.0,Put More Money Down
945695,2009-08-18,12000,7804.0,65395.0,CarImp,Other,8.0,2.0,0.0,347.1233258,0.0,21.0,16.81630749,Put More Money Down
523840,2016-07-23,22000,88898.0,121357.0,CarImp,Mgr,12.0,0.0,0.0,115.8322132,2.0,24.0,31.10896086,Put More Money Down
563553,2020-06-20,40000,147224.0,225000.0,DebtCon,Self,2.0,0.0,4.0,158.2,3.0,28.0,0.0,Put More Money Down
40551,2014-10-17,18900,87081.0,115165.0,DebtCon,Other,13.0,0.0,0.0,120.4621862,1.0,8.0,34.40037656,Put More Money Down
446822,2008-12-06,11000,89275.0,108653.0,DebtCon,Other,15.0,0.0,0.0,206.9034809,2.0,15.0,37.74304708,Put More Money Down
627849,2006-12-23,8200,80989.0,105080.0,DebtCon,Mgr,1.0,0.0,0.0,81.3547953,1.0,24.0,38.4757705,Put More Money Down
383824,2013-01-22,16200,118585.0,131940.0,DebtCon,Sales,5.0,0.0,0.0,202.3851699,2.0,40.0,23.97711222,Put More Money Down
316767,2014-02-18,17800,56956.0,74305.0,DebtCon,Office,0.0,0.0,0.0,187.1833294,0.0,24.0,31.81747192,Put More Money Down
524839,2006-11-19,8100,66546.0,84943.0,DebtCon,0,3.0,0.0,0.0,225.6909893,0.0,15.0,30.39800509,Put More Money Down
414093,2007-01-05,8300,47000.0,78320.0,CarImp,Other,18.0,0.0,0.0,195.8333333,1.0,17.0,0.0,Put More Money Down
946883,2021-04-07,88300,54004.0,94838.0,DebtCon,Other,16.0,0.0,0.0,193.7020508,0.0,15.0,36.26269133,Put More Money Down
519067,2007-08-10,9200,69657.0,89082.0,DebtCon,0,3.0,0.0,0.0,217.3211547,0.0,16.0,28.74989037,Put More Money Down
905351,2016-09-18,22400,135912.0,181863.0,CarImp,Mgr,7.0,0.0,0.0,316.9929061,0.0,17.0,45.00681808,Put More Money Down
885602,2015-03-31,19900,68830.0,107598.0,DebtCon,Office,10.0,0.0,0.0,202.9341954,2.0,13.0,30.95751627,Put More Money Down
705595,2007-11-06,9600,45240.0,60136.0,DebtCon,Other,2.0,0.0,1.0,83.06675091,0.0,19.0,38.45430002,Put More Money Down
811035,2017-04-23,23500,65587.0,87101.0,DebtCon,Other,3.0,0.0,0.0,83.23800004,2.0,30.0,32.03167837,Put More Money Down
104860,2020-11-28,50000,160000.0,235000.0,DebtCon,ProfExe,0.3,0.0,0.0,184.7,0.0,41.0,0.0,Put More Money Down
166132,2020-02-02,34100,138523.0,196555.0,DebtCon,ProfExe,21.0,0.0,0.0,185.0054347,1.0,22.0,38.8960395,Put More Money Down
158337,2016-10-27,22500,76493.0,105545.0,DebtCon,Other,0.0,1.0,1.0,235.5417762,2.0,13.0,43.06166913,Put More Money Down
313536,2014-01-03,17600,56090.0,103992.0,CarImp,Other,1.0,0.0,2.0,46.87513575,1.0,10.0,39.08182644,Put More Money Down
793567,2014-09-23,18700,66891.0,94454.0,DebtCon,Office,0.0,0.0,0.0,160.711282,3.0,20.0,32.7841935,Put More Money Down
85799,2021-02-23,65100,67389.0,142740.0,CarImp,Office,9.0,0.0,1.0,116.9061041,0.0,11.0,43.36871813,Put More Money Down
439651,2012-03-09,15100,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Put More Money Down
981133,2019-07-20,30000,32657.0,76000.0,DebtCon,Other,0.0,0.0,0.0,288.3333333,0.0,16.0,0.0,Put More Money Down
147045,2015-08-04,20300,153896.0,200279.0,DebtCon,Other,7.0,0.0,0.0,0.0,2.0,16.0,29.07518765,Put More Money Down
674563,2010-09-21,13200,71775.0,80480.0,DebtCon,Other,0.0,0.0,0.0,240.6435766,3.0,25.0,29.26799242,Put More Money Down
548295,2014-04-11,18000,56000.0,78000.0,DebtCon,0,4.0,0.0,0.0,108.5333333,0.0,16.0,0.0,Put More Money Down
408843,2010-02-15,12500,71582.0,93400.0,DebtCon,Other,6.0,3.0,0.0,74.06666667,1.0,21.0,0.0,Put More Money Down
902679,2017-11-27,25000,99348.0,200000.0,DebtCon,Other,23.0,0.0,0.0,199.8333333,0.0,19.0,0.0,Put More Money Down
732674,2011-05-19,14100,49927.0,67761.0,DebtCon,Mgr,26.0,0.0,0.0,276.5499132,1.0,16.0,36.59939111,Put More Money Down
410140,2011-03-26,13900,51653.0,85578.0,DebtCon,Other,13.0,0.0,0.0,90.27307943,0.0,7.0,41.69337722,Put More Money Down
653746,2020-03-22,36200,36661.0,53622.0,DebtCon,Other,0.0,0.0,0.0,0.0,6.0,0.0,32.01469166,Put More Money Down
277410,2010-10-16,13300,74609.0,115056.0,DebtCon,Other,6.0,0.0,0.0,77.4451063,2.0,14.0,36.86921264,Put More Money Down
131476,2014-08-17,18600,23792.0,79716.0,CarImp,Other,0.0,0.0,0.0,238.7898367,0.0,50.0,42.12712426,Put More Money Down
371569,2006-03-16,6800,0.0,27410.0,CarImp,Mgr,6.0,1.0,0.0,2.033333333,1.0,5.0,0.0,Put More Money Down
832268,2019-09-15,30900,106717.0,0.0,DebtCon,Mgr,4.0,2.0,4.0,172.4323547,0.0,13.0,47.79590611,Put More Money Down
201219,2010-03-24,12600,83552.0,107186.0,CarImp,Other,21.0,0.0,0.0,128.6602454,4.0,24.0,28.72301762,Put More Money Down
186748,2021-01-04,51700,181000.0,255026.0,DebtCon,ProfExe,6.0,0.0,0.0,253.7420986,1.0,33.0,40.01760328,Put More Money Down
228974,2021-02-08,59500,47485.0,69981.0,DebtCon,Other,4.0,0.0,0.0,100.1393112,0.0,20.0,29.47367331,Put More Money Down
884284,2010-06-02,12900,105638.0,112608.0,DebtCon,Other,17.0,0.0,2.0,208.3068822,2.0,16.0,39.67790581,Put More Money Down
641417,2013-11-17,17400,62824.0,82243.0,DebtCon,Other,5.0,0.0,0.0,109.4827485,0.0,7.0,34.81844499,Put More Money Down
461774,2019-07-25,30000,17696.0,53100.0,DebtCon,Mgr,20.0,4.0,5.0,147.8666667,0.0,28.0,0.0,Put More Money Down
622500,2015-10-06,20600,48500.0,72000.0,DebtCon,Other,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Put More Money Down
199095,2007-05-02,8700,51033.0,58513.0,DebtCon,Office,2.0,0.0,0.0,181.8697515,0.0,20.0,37.87927833,Put More Money Down
409918,2015-03-23,19900,168732.0,224270.0,DebtCon,Office,12.0,0.0,0.0,217.6372546,0.0,32.0,41.5493313,Put More Money Down
517306,2020-09-30,44100,0.0,51165.0,DebtCon,Other,0.0,5.0,0.0,130.4969829,0.0,19.0,27.10511582,Put More Money Down
245997,2009-06-26,11800,79131.0,102263.0,CarImp,ProfExe,5.0,0.0,0.0,105.2538926,0.0,34.0,36.07097887,Put More Money Down
144699,2020-07-24,41200,99653.0,157923.0,DebtCon,Other,14.0,0.0,1.0,213.4828743,3.0,30.0,40.90847995,Put More Money Down
397584,2014-07-13,18400,83548.0,111626.0,DebtCon,ProfExe,9.0,0.0,0.0,163.8543934,3.0,17.0,37.07811779,Put More Money Down
825202,2012-03-20,15100,81298.0,108947.0,DebtCon,ProfExe,9.0,0.0,0.0,194.4434656,1.0,35.0,42.24594074,Put More Money Down
677195,2020-03-13,36000,203680.0,270992.0,DebtCon,ProfExe,3.0,0.0,0.0,234.0239751,0.0,32.0,29.69634581,Put More Money Down
169170,2010-02-05,12500,57294.0,66615.0,DebtCon,Other,3.0,0.0,1.0,321.3875868,0.0,9.0,31.38089909,Put More Money Down
979356,2005-04-15,4500,0.0,77182.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.2272529,Put More Money Down
515636,2013-05-02,16600,74784.0,100221.0,DebtCon,Mgr,1.0,0.0,0.0,90.05044751,0.0,17.0,25.7083938,Put More Money Down
280601,2008-11-30,11000,88252.0,112567.0,DebtCon,Other,11.0,0.0,0.0,224.7155765,2.0,15.0,39.52685236,Put More Money Down
356987,2006-08-30,7800,58399.0,65945.0,DebtCon,Other,1.0,0.0,1.0,106.6313416,2.0,18.0,37.02476444,Put More Money Down
334568,2011-04-15,14000,0.0,58407.0,0,0,8.0,0.0,0.0,107.5333333,0.0,15.0,0.0,Put More Money Down
340890,2020-06-17,40000,134029.0,191990.0,DebtCon,Mgr,0.0,1.0,0.0,178.7809596,0.0,24.0,34.52145025,Put More Money Down
17142,2007-01-15,8300,35343.0,51986.0,DebtCon,Other,10.0,0.0,0.0,242.8189669,1.0,31.0,37.96660602,Put More Money Down
459547,2019-02-03,27700,77886.0,114494.0,DebtCon,ProfExe,9.0,0.0,0.0,118.4713538,0.0,18.0,28.34407839,Put More Money Down
531796,2006-07-16,7500,0.0,0.0,CarImp,Other,21.0,0.0,0.0,158.9,1.0,21.0,0.0,Put More Money Down
471569,2015-10-10,20600,0.0,28635.0,DebtCon,ProfExe,5.0,0.0,0.0,102.9868632,0.0,18.0,19.44718515,Put More Money Down
419548,2015-10-01,20600,124323.0,166781.0,DebtCon,Office,4.0,0.0,1.0,381.0256475,0.0,51.0,37.16904808,Put More Money Down
183231,2008-12-31,11000,116361.0,143318.0,DebtCon,ProfExe,15.0,0.0,1.0,181.0707932,1.0,32.0,30.03284549,Put More Money Down
968567,2010-07-16,13000,96172.0,112123.0,DebtCon,ProfExe,14.0,0.0,0.0,181.8918044,1.0,18.0,36.22557157,Put More Money Down
400570,2019-04-13,28300,71973.0,119224.0,DebtCon,Other,4.0,0.0,0.0,89.37995232,2.0,32.0,39.98105906,Put More Money Down
345523,2013-07-02,16900,73128.0,101683.0,DebtCon,Sales,26.0,0.0,0.0,254.1917974,0.0,45.0,38.51230869,Put More Money Down
317164,2010-07-29,13000,41193.0,58000.0,DebtCon,Other,18.0,3.0,2.0,66.93333333,4.0,7.0,0.0,Put More Money Down
569745,2006-01-31,6500,22789.0,35836.0,CarImp,Office,1.0,0.0,0.0,110.5666667,2.0,30.0,0.0,Put More Money Down
324683,2012-05-20,15300,24025.0,42722.0,0,Office,2.0,0.0,0.0,207.962141,0.0,15.0,37.1228372,Put More Money Down
45750,2013-01-20,16200,96049.0,129091.0,DebtCon,Mgr,5.0,0.0,0.0,251.1608938,3.0,42.0,36.69216791,Put More Money Down
880495,2009-02-07,11100,56999.0,67427.0,CarImp,Other,8.0,0.0,0.0,139.513915,0.0,16.0,35.8924361,Put More Money Down
633660,2020-11-18,50000,202601.0,288000.0,DebtCon,ProfExe,3.0,1.0,1.0,160.6666667,2.0,30.0,0.0,Put More Money Down
110963,2006-04-24,7000,5768.0,26600.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Put More Money Down
317254,2012-07-05,15500,38900.0,60500.0,DebtCon,Other,8.0,7.0,4.0,95.9,2.0,53.0,0.0,Put More Money Down
957014,2014-05-19,18200,50250.0,72000.0,DebtCon,Mgr,10.0,2.0,0.0,75.06666667,3.0,28.0,0.0,Put More Money Down
761047,2017-12-28,25000,110676.0,0.0,DebtCon,Sales,8.0,2.0,0.0,119.3666667,0.0,6.0,0.0,Put More Money Down
779454,2017-07-09,24000,96072.0,122441.0,CarImp,Mgr,10.0,0.0,0.0,127.741782,1.0,24.0,33.6080373,Put More Money Down
531377,2006-05-11,7100,39000.0,55000.0,0,Other,12.0,0.0,1.0,192.7666667,2.0,31.0,0.0,Put More Money Down
605559,2012-07-24,15600,62622.0,106824.0,CarImp,ProfExe,9.0,0.0,0.0,261.0214154,0.0,11.0,34.97887956,Put More Money Down
695743,2006-03-10,6800,139578.0,154602.0,CarImp,ProfExe,12.0,0.0,0.0,201.9608343,0.0,18.0,22.32582879,Put More Money Down
498110,2005-07-17,5100,62702.0,79784.0,CarImp,Other,2.0,0.0,0.0,108.0725908,0.0,15.0,43.29013982,Put More Money Down
818383,2016-05-17,21700,47024.0,71628.0,DebtCon,ProfExe,10.0,0.0,0.0,177.6020656,1.0,41.0,37.12536175,Put More Money Down
388561,2007-01-14,8300,67839.0,76502.0,DebtCon,ProfExe,9.0,0.0,0.0,58.56017401,3.0,24.0,38.97429353,Put More Money Down
830260,2015-09-27,20600,74828.0,106493.0,CarImp,Other,5.0,1.0,0.0,204.0744093,1.0,12.0,30.22295994,Put More Money Down
656024,2012-11-10,16000,133193.0,160919.0,DebtCon,Mgr,0.0,0.0,0.0,223.3385211,0.0,18.0,37.3015175,Put More Money Down
964928,2009-09-21,12000,0.0,87000.0,DebtCon,Other,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Put More Money Down
265793,2020-03-06,35600,116080.0,163905.0,DebtCon,Other,0.0,0.0,0.0,252.3710369,3.0,14.0,34.62775217,Put More Money Down
534111,2013-07-25,17000,134689.0,158661.0,DebtCon,Mgr,0.0,0.0,0.0,227.3954647,0.0,19.0,36.42557176,Put More Money Down
118423,2005-02-07,3000,58000.0,71500.0,CarImp,Mgr,10.0,0.0,2.0,211.9333333,0.0,25.0,0.0,Put More Money Down
284549,2008-04-06,10000,34900.0,48000.0,CarImp,Other,3.0,0.0,0.0,288.1666667,1.0,3.0,0.0,Put More Money Down
525300,2010-03-30,12700,149272.0,176467.0,CarImp,Office,7.0,0.0,0.0,191.9044636,1.0,55.0,33.90232001,Put More Money Down
248306,2013-09-15,17100,43085.0,68758.0,DebtCon,Other,7.0,0.0,1.0,103.6838558,3.0,49.0,30.3535487,Put More Money Down
458901,2016-11-30,22700,75354.0,106186.0,DebtCon,Other,0.0,0.0,0.0,175.3393762,1.0,24.0,38.25659362,Put More Money Down
474561,2015-10-15,20700,110307.0,140902.0,DebtCon,Office,13.0,0.0,1.0,243.3239163,0.0,24.0,41.3367401,Put More Money Down
813745,2011-03-03,13800,67762.0,80748.0,DebtCon,Sales,8.0,0.0,0.0,135.9486225,0.0,35.0,27.19410701,Put More Money Down
771433,2015-05-02,20000,126324.0,171450.0,0,Mgr,26.0,0.0,5.0,329.5666667,1.0,28.0,0.0,Put More Money Down
418124,2013-05-31,16700,105556.0,136568.0,DebtCon,Other,0.0,0.0,0.0,273.7250728,0.0,47.0,40.04168465,Put More Money Down
804403,2015-06-29,20100,54257.0,68830.0,DebtCon,ProfExe,10.0,0.0,0.0,201.0564204,0.0,41.0,37.18018131,Put More Money Down
214434,2009-12-10,12300,24552.0,48278.0,DebtCon,Other,0.0,0.0,0.0,171.0751046,0.0,16.0,29.29955094,Put More Money Down
483357,2015-12-10,20900,58299.0,78684.0,DebtCon,0,3.0,0.0,0.0,98.66282045,0.0,16.0,38.97200388,Put More Money Down
601449,2018-02-04,25100,21490.0,71571.0,DebtCon,Other,0.0,1.0,1.0,101.9251329,1.0,25.0,30.44411926,Put More Money Down
750399,2018-09-02,26500,84769.0,127773.0,DebtCon,Other,2.0,0.0,0.0,190.8604772,2.0,25.0,42.03163913,Put More Money Down
326900,2018-10-02,26800,149729.0,183027.0,DebtCon,ProfExe,7.0,0.0,0.0,331.2565571,0.0,34.0,37.00088322,Put More Money Down
149399,2011-02-21,13800,31974.0,44417.0,CarImp,Other,7.0,0.0,0.0,76.93312296,1.0,12.0,30.42242943,Put More Money Down
905079,2014-07-26,18500,102472.0,115719.0,DebtCon,ProfExe,0.0,0.0,0.0,120.0902646,0.0,30.0,34.24344096,Put More Money Down
650285,2020-01-13,33600,233630.0,284049.0,DebtCon,ProfExe,4.0,0.0,0.0,218.9936962,0.0,30.0,14.07235376,Put More Money Down
166251,2010-06-27,12900,56798.0,71364.0,DebtCon,Other,1.0,0.0,0.0,225.5857631,0.0,9.0,33.02128407,Put More Money Down
437359,2020-02-06,34300,146171.0,196270.0,DebtCon,ProfExe,19.0,0.0,0.0,195.555801,1.0,21.0,37.94959341,Put More Money Down
974026,2019-10-02,31300,33658.0,76624.0,DebtCon,Other,0.0,0.0,0.0,286.6962892,0.0,15.0,40.3573739,Put More Money Down
30722,2013-08-21,17000,56800.0,82000.0,DebtCon,ProfExe,22.0,0.0,5.0,320.6,4.0,28.0,0.0,Put More Money Down
707296,2013-01-25,16200,105502.0,117705.0,DebtCon,Other,0.0,0.0,0.0,125.2425886,2.0,21.0,38.81066171,Put More Money Down
870358,2010-12-24,13600,66178.0,104378.0,CarImp,ProfExe,6.0,0.0,0.0,263.9610151,0.0,11.0,36.43846626,Put More Money Down
435991,2020-08-08,41800,5143.0,67205.0,CarImp,Office,0.0,0.0,0.0,317.924784,0.0,18.0,14.85334107,Put More Money Down
468561,2012-03-17,15100,44700.0,76456.0,DebtCon,Mgr,5.0,0.0,0.0,134.5043482,0.0,9.0,29.38399653,Put More Money Down
715764,2014-05-31,18200,61690.0,89963.0,CarImp,ProfExe,15.0,0.0,2.0,157.409679,0.0,14.0,27.94667597,Put More Money Down
893549,2005-11-08,6000,0.0,43300.0,CarImp,Other,0.0,0.0,0.0,100.9333333,0.0,9.0,0.0,Put More Money Down
620903,2013-02-11,16300,59901.0,83232.0,CarImp,Other,0.0,0.0,0.0,284.5143054,0.0,20.0,27.89880275,Put More Money Down
379253,2020-04-07,36600,397299.0,512650.0,DebtCon,ProfExe,4.0,0.0,0.0,197.5166839,0.0,21.0,43.45832742,Put More Money Down
158586,2016-06-19,21900,91767.0,141897.0,DebtCon,ProfExe,0.0,0.0,0.0,207.6532895,0.0,21.0,28.21673943,Put More Money Down
126536,2012-11-13,16000,31000.0,54000.0,DebtCon,Other,16.0,0.0,0.0,110.6,1.0,18.0,0.0,Put More Money Down
246593,2009-02-20,11200,68890.0,84059.0,DebtCon,Office,12.0,0.0,0.0,254.0196893,3.0,36.0,41.4339438,Put More Money Down
519495,2010-12-17,13600,94727.0,112683.0,DebtCon,Other,11.0,0.0,0.0,209.1299457,3.0,15.0,37.71410706,Put More Money Down
422626,2012-06-26,15500,93730.0,106841.0,DebtCon,Sales,13.0,0.0,1.0,132.8205709,0.0,18.0,33.29297369,Put More Money Down
594430,2020-11-25,50000,106000.0,0.0,DebtCon,Mgr,0.8,0.0,2.0,252.6333333,3.0,32.0,0.0,Put More Money Down
624931,2006-03-31,6900,50387.0,68443.0,DebtCon,Mgr,7.0,0.0,3.0,105.827329,2.0,10.0,40.71766885,Put More Money Down
85795,2010-11-18,13500,68262.0,93841.0,CarImp,Office,26.0,0.0,0.0,159.61702,1.0,14.0,40.75298037,Put More Money Down
552431,2010-12-30,13600,41000.0,73440.0,DebtCon,Mgr,4.0,0.0,0.0,125.7666667,1.0,9.0,0.0,Put More Money Down
783429,2019-06-23,29200,99600.0,143000.0,DebtCon,Other,15.0,0.0,0.0,232.3333333,1.0,40.0,0.0,Put More Money Down
821164,2010-02-21,12500,53354.0,79893.0,CarImp,Office,10.0,2.0,0.0,249.4359543,1.0,29.0,35.02088579,Put More Money Down
708936,2018-01-18,25000,104000.0,188500.0,DebtCon,Other,0.7,0.0,11.0,194.8,1.0,14.0,0.0,Put More Money Down
146426,2005-10-09,5800,0.0,34704.0,CarImp,0,0.0,0.0,0.0,0.0,0.0,0.0,34.17405555,Put More Money Down
402311,2009-12-03,12200,53242.0,70400.0,DebtCon,Other,14.0,0.0,0.0,169.9306635,0.0,18.0,34.62942766,Put More Money Down
511183,2011-03-05,13800,0.0,44092.0,CarImp,Mgr,5.0,0.0,0.0,173.8758677,0.0,10.0,20.6823774,Put More Money Down
888396,2010-01-30,12500,93538.0,118369.0,DebtCon,ProfExe,0.0,0.0,1.0,132.8237118,0.0,33.0,34.83386481,Put More Money Down
480105,2008-06-23,10300,45275.0,62724.0,CarImp,Other,11.0,0.0,1.0,109.3246387,3.0,34.0,37.29182499,Put More Money Down
523720,2009-02-22,11200,114000.0,139200.0,DebtCon,Mgr,5.0,0.0,0.0,213.5666667,1.0,36.0,0.0,Put More Money Down
337904,2018-06-09,25900,80663.0,122372.0,DebtCon,ProfExe,10.0,0.0,1.0,133.6694939,0.0,18.0,26.57393079,Put More Money Down
22750,2020-03-25,36300,25867.0,43823.0,DebtCon,Mgr,6.0,0.0,0.0,56.12733917,0.0,6.0,33.67673955,Put More Money Down
555734,2007-02-20,8500,73752.0,87931.0,DebtCon,Mgr,21.0,1.0,1.0,291.6203784,0.0,24.0,39.00314063,Put More Money Down
656813,2009-11-22,12200,136866.0,162906.0,CarImp,ProfExe,4.0,0.0,0.0,427.9235915,0.0,43.0,30.1821229,Put More Money Down
59138,2013-12-06,17400,64163.0,84948.0,CarImp,ProfExe,12.0,0.0,2.0,172.7111657,0.0,13.0,27.9796944,Put More Money Down
187072,2017-11-14,24900,62191.0,83694.0,CarImp,Other,3.0,0.0,0.0,55.93751229,0.0,14.0,62.11072187,Put More Money Down
422642,2017-12-31,25000,82000.0,128325.0,DebtCon,Mgr,0.0,0.0,1.0,10.13333333,0.0,41.0,0.0,Put More Money Down
875000,2011-05-30,14200,73533.0,88924.0,DebtCon,Mgr,21.0,0.0,0.0,232.353323,10.0,23.0,36.47070702,Put More Money Down
744224,2005-01-22,2800,4000.0,60850.0,CarImp,Other,16.0,4.0,0.0,112.6333333,2.0,9.0,0.0,Put More Money Down
394055,2011-07-23,14500,54927.0,63177.0,DebtCon,Other,3.0,0.0,0.0,178.9361677,0.0,14.0,27.06223348,Put More Money Down
283003,2015-10-27,20800,70758.0,0.0,DebtCon,Other,0.0,4.0,2.0,107.5333333,3.0,19.0,0.0,Put More Money Down
966860,2008-06-04,10200,57142.0,72664.0,DebtCon,0,19.0,0.0,0.0,158.1858039,1.0,12.0,32.49748842,Put More Money Down
866578,2005-10-20,5900,106650.0,0.0,DebtCon,Mgr,1.0,0.0,6.0,250.5666667,4.0,23.0,0.0,Put More Money Down
482900,2014-01-18,17600,71366.0,87862.0,DebtCon,Office,5.0,0.0,0.0,116.7966851,0.0,20.0,23.40013712,Put More Money Down
888551,2014-11-02,18900,69325.0,102438.0,DebtCon,Other,0.0,2.0,1.0,222.6522749,2.0,13.0,43.5240978,Put More Money Down
941963,2020-04-22,37500,111248.0,159739.0,DebtCon,Other,0.0,0.0,0.0,260.0814842,2.0,13.0,36.39334812,Put More Money Down
870952,2008-07-22,10500,154434.0,179486.0,CarImp,Office,5.0,0.0,0.0,182.3539,1.0,55.0,34.98345933,Put More Money Down
349003,2005-05-07,4900,67794.0,84630.0,CarImp,Other,4.0,0.0,0.0,112.5734189,0.0,15.0,41.67399636,Put More Money Down
605978,2013-10-03,17200,11950.0,170000.0,CarImp,Mgr,22.0,0.0,0.0,77.28338497,1.0,20.0,28.82169866,Put More Money Down
148569,2020-06-21,40000,53543.0,0.0,DebtCon,Other,3.5,1.0,8.0,159.3,2.0,39.0,0.0,Put More Money Down
